DATA;Inflação - IPC-FESO - (número índice);Inflação - IPC/alimentos-FESO - (número índice);Inflação - IPC/bebidas-FESO - (número índice);Inflação - IPC/CB-FESO - (R$);Inflação - IPC/CB-FESO - (número índice);Arroz Branco Tipo 1 - 5 KG (R$);Feijão Preto - 1 KG (R$);Feijão Carioquinha - 1 KG (R$);Batata lavada - KG (R$);Banana Prata - KG (R$);Tomate - KG (R$);Farinha de Mandioca - 1 KG (R$);Farinha de Trigo - 1 KG (R$);Fubá - 1 KG (R$);Massa Padre Nosso - 500 GR (R$);Macarrão Instântaneo - UNIDADE (R$);Espagueti - 500 GR (R$);Pão de Forma - PACOTE (R$);Pão Bisnaga - PACOTE (R$);Biscoito Salgado - PACOTE (R$);Biscoito Recheado - PACOTE (R$);Leite - UNIDADE (R$);Leite Condensado - LATA (R$);Queijo Mussarela - KG (R$);Queijo Ralado - PCT 100 GR (R$);Manteiga - 200 GR (R$);Iogurte - BANDEJA (R$);Açúcar Refinado - 1 KG (R$);Açúcar Cristal - 1 KG (R$);Pêssego em Calda - 450 GRAMAS (R$);Goiabada - pote (R$);Geléia de Mocotó - CX (R$);Achocolatado - 400 GR (R$);Chã de Dentro - KG (R$);Lingüiça Calabresa - KG (R$);Lingüiça Mista - KG (R$);Presunto - KG (R$);Mortadela - KG (R$);Frango Inteiro - KG (R$);Peito de Frango - KG (R$);Ovos Grandes Brancos - DÚZIA (R$);Sal - 1 KG (R$);Alho - KG (R$);Cebola - KG (R$);Caldo de Galinha - 126 gr. (R$);Maionese - vidro 250 GR (R$);Extrato de Tomate - lata 340 gr (R$);Pura Polpa - CAIXA 520 gr (R$);Molho Shoyu - VIDRO PEQ. (150 ml) (R$);Milho Verde - LATA (R$);Salsicha - LATA (R$);Refrigerante de Cola - 2 LITROS (R$);Refrigerante de Guaraná - 2 LITROS (R$);Refrigerante de Laranja - 2 LITROS (R$);Suco de Caju - 500 ML (R$);Xarope de Guaraná - 1 LITRO (R$);Chá Mate - CX 100G (R$);Café - 500 GR (R$);Café - 500 GR (R$);Cerveja Clara - CAIXA C/12 (R$);Vinho Tinto - 750 ML (R$);Óleo de Soja - PET 900 ml (R$);Azeite - LATA (R$);Margarina Vegetal - 250 GR (R$);Sabão Tablete - PCT. C/ 5 UNID. (R$);Sabão em Pó - CX 500G (R$);Amaciante de Roupa - 2 LITROS (R$);Detergente Líquido (Neutro) - UNIDADE (R$);Desinfetante Multi Uso -  500 ML (R$);Esponja de Aço - PACOTE (R$);Shampoo - 350 ML (R$);Condicionador - VD (GRANDE) (R$);Sabonete - UNIDADE (R$);Desodorante - Roll On 50 g (R$);Papel Higiênico - PCT. C/ 4 UNID. (R$);Creme Dental - 90 GR (R$);Pão Francês - 1 Kg (R$)
03/2018;196,1563289;193,5551103;201,613518;397,9668512;198,0258996;20,52916667;9,33;7,391111111;6,11;6,930952381;9,842083333;5,767857143;2,535833333;1,993125;3,958888889;7,030208333;3,023333333;5,93047619;12,59666667;7,165714286;8,052916667;32,305;4,914375;11,04572917;8,18;9,031166667;4,018571429;16,0775;4,933333333;7,115;3,192222222;9,759166667;6,255666667;43,46095238;11,24979167;14,26777778;8,358958333;3,826011905;20,7009375;7,297142857;5,58547619;1,786666667;2,825026042;0,811875;4,608;8,812857143;13,47714286;17,19722222;11,36222222;3,6025;3,164166667;18,67416667;11,31333333;5,939375;3,676481481;7,029166667;5,018333333;11,99;11,381875;26,39972222;29,29083333;14,47428571;16,51333333;6,484444444;16,99133333;7,86;7,2421875;3,47125;4,446666667;1,817380952;7,961666667;7,771666667;10,1675;7,598666667;18,0275;8,078571429;9,858928571
04/2018;195,1711785;189,8001077;200,4150371;376,8998988;187,5431115;19,75277778;8,928888889;7,191111111;5,859;6,906666667;8,812222222;5,536428571;2,72952381;2,231904762;2,9625;7,479761905;3,236666667;5,573333333;12,85619048;7,575238095;7,978888889;32,605;4,834285714;10,93319444;8,170909091;9,178333333;4,09;15,35214286;4,9;7,481666667;3,641111111;10,32444444;6,098333333;39,49666667;12,45666667;13,07333333;8,82125;3,258263889;17,21833333;8,166666667;5,318571429;1,797777778;2,596011905;1,22;5,438888889;9,063888889;13,52875;16,7;11,63666667;3,716666667;3,244444444;18;11,28555556;6,472142857;3,562962963;6,89;4,759722222;11,76666667;10,49357143;27,34520833;29,36055556;13,26;17,99;6,51;18,16666667;7,99;6,482857143;3,28952381;4,290833333;1,600714286;8,623333333;7,866666667;10,40666667;9,43375;20,97;8,211666667;9,647142857
05/2018;191,7412578;193,3842883;198,9670384;396,8377143;197,4640479;19,76;9,618888889;6,596666667;9,104285714;6,559047619;9,412916667;5,43375;3,067380952;2,131309524;3,02;7,783333333;3,523333333;5,89625;12,69666667;7,655;8,23;35,88;4,651904762;12,6153125;8,161818182;9,378333333;4,184444444;15,61285714;5,14;7,289666667;4,09;8,963333333;6,215;42,14666667;10,33666667;11,59966667;8,898333333;3,640989583;17,09857143;7,462619048;4,806666667;1,731111111;2,7775;1,282321429;5,224444444;8,959444444;13,3428125;19,0625;10,75666667;3,251904762;2,958888889;19,97;11,64904762;6,248333333;3,449444444;7,023333333;5,023333333;11,54333333;9,7925;25,73;29,43027778;14,31;17,985;6,926666667;18,235;0;7,147142857;3,88;4,453333333;1,80875;7,708333333;8,338611111;11,14;7,659444444;8,97;8,38875;9,755625
06/2018;198,4137465;197,5625811;204,3743136;379,5135561;188,8436516;20,68166667;9,53;6,246666667;6,978333333;6,143333333;5,665833333;5,131666667;3,439;2,164;3,506666667;7,404166667;3,056666667;6,094166667;12,28666667;7,73;8,348;35,28;5,1025;15,03083333;8,152727273;9,204;4,446;15,245;4,936666667;7,34;3,55;8,14;6,069166667;42,105;12,09416667;10,98541667;9,744722222;3,399791667;19,92;10,05;5,445416667;2,02375;3,398333333;0,968333333;4,571666667;9,384166667;13,54625;20,12569444;14,45;3,3125;3,05125;20,145;11,70222222;5,7075;3,761111111;7,03;4,692777778;11,32;10,63958333;25,9;29,5;15,26;17,245;7,736666667;19,16083333;3,483333333;6,611666667;3,777222222;4,553125;1,762083333;7,473333333;8,39;10,41541667;7,590416667;17,97;8,305;10,29833333
07/2018;194,7757133;196,9478055;200,4620783;366,4625497;182,3495497;20,0175;9,100833333;7,484166667;5,75125;4,996904762;4,549047619;5,310238095;3,6075;2,0775;3,594166667;7,688541667;3,74;6,191666667;12,47666667;7,682916667;8,484285714;34,68;5,543541667;15,83416667;8,143636364;9,294;4,346388889;15,73857143;5,266666667;7,33;3,711111111;10,37;6,237916667;42,177;11,85845238;12,82333333;9,22577381;3,6234375;21,88428571;10,9525;4,983541667;1,932333333;3,489947917;0,601666667;4,346666667;9,296904762;13,41428571;16,84583333;10,49041667;3,345833333;3,313;18,10571429;11,56333333;6,036666667;3,746666667;7,068571429;4,920555556;11,09666667;10,149375;25,70785714;29,5;14,64761905;18,37;7,188888889;17,73388889;6,966666667;6,798020833;3,856458333;4,492777778;1,823214286;7,849375;8,359;10,17166667;7,96375;10,47;8,361785714;9,985119048
08/2018;201,2134174;197,4260472;204,0982748;361,7232362;179,9912959;19,4375;9,4175;6,046666667;4,514;4,665;4,814166667;5,243333333;3,636666667;2,0275;3,406666667;7,572222222;4,181666667;5,923333333;12,10222222;7,761666667;8,706666667;34,08;5,704166667;14,04708333;8,134545455;9,641666667;3,423333333;15,9925;5,083333333;7,11;3,872222222;10,37;6,05;40,17583333;12,5975;13,62;9,3721875;3,6590625;22,545;10,57333333;4,732333333;2,039583333;2,48625;0,528541667;4,506666667;9,191666667;12,808;20,49583333;15,04666667;3,265;3,275;18,7575;11,36888889;6,253888889;3,966666667;6,89;5,29875;10,87333333;11,54416667;25,54666667;29,29083333;14,21;22,9;7,6;17,50166667;10,45;7,005833333;3,707083333;4,6345;1,785;7,8625;8,0995;13,18041667;7,630833333;17,97;8,2525;10,11208333
09/2018;191,902418;189,2835823;196,7230635;369,7204123;183,9706424;18,59033333;9,806904762;6,046666667;4,535357143;4,756190476;6,44625;4,94625;3,780833333;2,144583333;4,04;7,247619048;4,132666667;6,03047619;12,48;7,827142857;7,939166667;33,48;4,684285714;12,38520833;8,125454545;9,144166667;3,39;14,93357143;5,23;7,446666667;4,033333333;9,423333333;5,950833333;44,09111111;12,10854167;13,95388889;8,996041667;3,428723958;20,504375;8,116041667;4,996428571;2,035714286;3,299434524;0,392291667;6,116666667;8,97625;13,42;18,225;14,89;3,720666667;3,478333333;19,98;11,86095238;6,567083333;3,581666667;6,778888889;5,369583333;10,65;9,3028125;22,94683333;28,52388889;14,45333333;21,9;6,84952381;11,87333333;9,99;6,599583333;3,989791667;3,86297619;1,75875;7,275;8,167833333;12,01445;7,63;17,67;8,616428571;10,07822917
10/2018;195,1694597;194,9419523;202,6200323;424,6271359;211,2918962;19,969375;9,230416667;6,813333333;6,41;5,431666667;15,59708333;4,724583333;3,7325;2,126666667;3,729166667;7,460714286;3,419166667;6,155952381;12,46809524;7,757916667;8,109166667;34,13;4,890238095;12,1947619;8,116363636;9,550833333;3,12;16,435;5,2;8,456666667;3,77;8,948;6,046666667;44,6202381;12,46222222;13,69083333;8,818333333;3,563571429;20,4078125;8,844791667;4,147604167;2,05;3,085089286;0,671607143;4,796666667;9,872916667;13,67785714;16,835;14,81;3,146666667;3,683333333;19,6225;11,88;5,995952381;3,865;6,796666667;4,899285714;10,42666667;9,25297619;26,665;27,75694444;15,47666667;19,9775;6,801904762;6,173333333;9,98;7,258666667;4,19;4,613333333;1,773333333;8,328333333;8,22;10,71;8,049166667;17,948;9,12625;10,63130952
11/2018;194,5695082;191,3605261;203,8038091;400,6901528;199,3809981;20,24833333;9,474444444;6,361666667;7,515;4,124583333;14,08333333;4,769;3,705666667;2,06;4,009444444;7,741666667;3,712222222;5,937916667;12,56333333;8,033333333;8,506666667;31,38;4,639583333;11,79625;8,107272727;9,785666667;3,59;15,715;5,1;7,413333333;3,8625;9,9;6,39;41,44333333;12,35666667;13,37138889;8,625972222;3,855625;20,96583333;9,501666667;4,365;1,657083333;2,995416667;0,915208333;4,378333333;9,653333333;11,46875;17,975;15,53666667;3,621666667;2,903333333;18,5825;11,91777778;6,498333333;3,811666667;7,403333333;4,901458333;10,20333333;9,6525;26,88733333;26,99;14,89333333;19,43833333;7,405;11,49833333;9,730833333;7,773333333;3,98;4,263333333;1,766666667;8,11125;8,321458333;11,18833333;7,785833333;18,226;9,154;9,987083333
12/2018;201,1574719;196,7779594;211,9789703;421,8844392;209,9271468;19,44208333;9,48047619;8,285555556;9,565833333;6,968571429;13,20142857;4,759047619;3,683333333;2,062619048;4,023333333;7,934375;3,8825;6,012916667;12,57666667;7,73875;8,435833333;33,96;5,377083333;11,57833333;8,098181818;9,588888889;3,89;14,6525;6,183333333;6,745833333;3,633125;10,53;6,344166667;43,05333333;11,68916667;11,49;9,124761905;3,806428571;22,279375;10,22809524;4,498333333;2,208888889;3,09609375;0,9425;4,613333333;9,359583333;13,46357143;17,65972222;15,13333333;3,265714286;3,055555556;20,41;12,02166667;6,549166667;3,953333333;7,637222222;5,112222222;9,98;11,02875;28,02183333;26,99;14,98222222;18,89916667;6,335714286;17,59111111;9,898333333;7,061428571;4,143888889;4,431666667;1,786111111;8,890833333;8,258055556;11,025;8,113333333;18,504;8,445;10,30458333
01/2019;203,6670197;198,1635372;212,4507229;405,4770466;201,7629275;21,275;10,04761905;7,978333333;10,24857143;6,960238095;7,639047619;4,723333333;3,860833333;2,135833333;4,217777778;7,894791667;4,058611111;6,202916667;12,51666667;7,565;8,2725;36,38;5,18875;12,4559375;8,089090909;9,835972222;3,906666667;15,5525;4,913333333;6,84;3,40375;9,596666667;6,223333333;43,755;12,18041667;11,92520833;8,808511905;3,798489583;20,95571429;10,783125;4,544166667;2,167222222;2,882380952;0,731180556;6;9,343333333;13,715;18,64285714;15,08444444;3,842666667;3,22;19,695;12,31541667;6,506666667;4,506666667;8,09;4,808333333;10,182;10,558125;28,53;29,29083333;16,33238095;18,36;6,71;22,35333333;10,11666667;7,43297619;3,797619048;4,565416667;1,901666667;7,798333333;8,541388889;10,58166667;8,274583333;18,782;8,366785714;10,34833333
02/2019;203,8956096;198,9799617;209,6311027;433,1173083;215,5165547;21,78604167;13,71333333;15,03;13,81;6,546666667;10,38555556;4,573333333;3,92;2,181666667;2,840833333;7,866666667;2,944166667;6,309444444;13,01333333;7,602222222;8,53;34,6;5,087222222;11,86902778;8,08;10,17055556;3,920555556;14,32333333;4,346666667;7,5825;3,174375;10,00777778;6,346666667;45,28083333;10,86361111;13,04555556;9,157777778;3,303958333;20,77;9,681666667;5,398333333;2,161666667;3,369236111;0,866666667;4,911666667;8,484166667;13,445;18,69916667;5,338333333;3,39;3,161666667;19,25;11,88833333;6,231666667;4,231666667;8,248333333;5,381666667;10,384;9,978;28,38;29,06166667;15,28;18,52777778;7,306666667;18,78;10,335;7,626111111;3,685555556;4,4855;1,791666667;7,609583333;8,854583333;9,998333333;8,415833333;19,06;8,955;10,09833333
03/2019;207,5175865;207,5300519;203,2554777;443,6370437;220,7511114;21,41291667;14,2925;16,024;15,22428571;7,17452381;11,2252381;4,462619048;3,877619048;2,218571429;3,148333333;7,884375;3,865;6,330952381;12,84041667;8,085833333;8,594583333;38,58;5,25547619;11,21541667;8,070909091;10,21083333;3,573333333;14,34;4,935555556;7,4075;2,945;9,843888889;6,416190476;44,43708333;13,765;15,34972222;9,093392857;3,704791667;20,89;11,91964286;5,053888889;2,284285714;3,495416667;1,119635417;5,13;9,282777778;13,805;21,00625;5,98;3,023333333;3,017222222;19,8175;12,2425;6,077142857;4,070833333;7,923333333;5,247142857;10,586;9,869285714;26,68333333;26,99;15,52666667;21,60958333;6,388333333;15,15333333;10,55333333;7,479166667;3,969166667;4,153333333;1,876875;8,300208333;8,524666667;10,40666667;7,983055556;17,76;8,6825;10,12125
04/2019;210,7863846;212,2485958;210,0123749;469,3845726;233,5629261;20,00483333;11,62690476;16,34666667;18,84916667;7,835555556;16,26888889;4,767857143;3,849166667;2,137916667;2,928333333;7,932142857;2,981666667;6,314166667;13,15666667;7,920952381;8,245238095;40,12;4,869761905;12,38904762;8,061818182;10,05309524;3,512222222;15,79;5,555;8,310833333;3,74;7,355;6,516428571;43,98;13,84625;13,91638889;9,934583333;3,8840625;20,6575;12,30202381;5,250416667;2,069166667;3,5665;1,134464286;4,709166667;9,088333333;13,9625;22,73611111;5,976666667;3,615833333;3,912222222;20,345;12,21309524;6,452380952;4,134444444;7,760833333;5,17125;10,788;10,50940476;27,038;29,25;15,435;18,52777778;6,662666667;15,51555556;10,77166667;7,29;3,738571429;4,128666667;1,664833333;8,47702381;8,524166667;9,820833333;7,691666667;18,57;8,73;9,910833333
05/2019;206,7670614;201,2294521;208,4514829;432,769123;215,3432997;20,18559524;10,95619048;14,18666667;11,65125;7,468888889;11,48;4,071944444;3,808888889;2,14952381;3,362222222;7,723809524;3,394166667;6,076904762;12,51333333;8,094285714;8,863333333;40,88;5,393571429;12,50194444;8,052727273;10,13761905;4,635833333;14,20666667;4,663333333;8,502708333;3,44;8,063333333;6,642777778;44,18666667;14,59;14,15583333;9,31047619;3,605238095;22,48428571;10;5,234444444;2,234444444;3,520833333;1,057321429;5,473333333;10,54333333;13,62357143;12,06666667;5,973333333;3,48;3,243333333;20,97;12,48;6,992222222;3,89;7,361428571;5,233333333;10,99;10,58;26,38;26,99;15,99333333;18,98518519;7,274444444;19,57333333;10,99;7,695555556;4,28;4,23375;1,801111111;8,987916667;8,341944444;10,32166667;7,9625;17,844;9,886666667;10,3447619
06/2019;207,2326095;202,4159507;213,9847048;445,956794;221,9054051;20,553125;10,69407407;13,37533333;16,266;6,876296296;12,38104167;4,397407407;3,677685185;2,239074074;3,249166667;7,551851852;3,466666667;6,05875;12,76595238;8,301428571;8,293148148;42,34666667;5,25875;12,99125;8,043636364;10,24166667;4,28375;15,31722222;4,973333333;7,41;3,72;8,53047619;6,247291667;44,024;12,65604167;13,17571429;9,010104167;3,567526042;22,6171875;9,547777778;5,275;2,238809524;3,280892857;1,061782407;5,259333333;8,766944444;13,20777778;13,61666667;6,08;3,908333333;3,67;20,115;12,75777778;5,906666667;4,193333333;8,310833333;5,124666667;10,99;10,44666667;29,8159375;26,99;15,60444444;19,44259259;6,992916667;21,52;10,26;7,792407407;4,072916667;4,474364583;1,919583333;7,38125;8,781527778;8,068958333;7,843333333;17,118;8,743888889;10,56444444
07/2019;206,2333547;200,4073578;213,407216;450,0699444;223,9520839;20,21777778;10,98;8,605;11,51166667;6,98;15,23333333;4,155833333;3,8325;2,281666667;3,353333333;7,241666667;3,335833333;6,44;13,36333333;8,813333333;8,915833333;39,08;5,006666667;12,70333333;8,034545455;10,44833333;4,623333333;14,44;5,291111111;7,785740741;3,55;7,163333333;6,623333333;44,5175;12,56375;13,715;8,997083333;4,01425;23,1655;10,4135;5,951111111;2,110833333;4,441041667;1,212083333;4,902222222;8,957777778;14,324;13,57333333;6,163333333;3,546666667;3,945;20,05333333;12,18;6,441666667;3,881666667;8,473333333;5,245;10,99;10,68666667;29,41866667;26,99;15,09333333;19,9;6,588333333;21,74;9,99;7,213333333;4,246666667;4,494166667;1,83375;7,97;8,541666667;9,03;8,14;16,392;9,01625;10,61166667
08/2019;203,1804344;197,8394341;206,2408809;401,8117185;199,9390824;21,39833333;10,44428571;9,683333333;11,3575;6,202083333;4,990952381;3,79;3,930238095;2,009047619;3,64;7,73125;3,53;6,130625;12,51904762;7,377916667;8,257142857;37,24666667;5,363958333;11,94732143;8,025454545;10,27072917;4,978333333;16,7;5,318;8,161481481;3,834166667;8,415714286;6,297333333;45,07125;12,67416667;12,97833333;9,256666667;3,753854167;26,25178571;11,13677083;5,909404762;2,09;4,339166667;1,292916667;5,233333333;9,723333333;13,3534375;15,27202381;6,146666667;3,8375;3,501111111;18,93071429;11,70083333;5,91625;3,831666667;8,156666667;5,2775;10,99;10,28114583;28,68;26,99;15,70266667;19,53444444;6,535;17,34;12,99;7,320119048;4,210208333;4,587222222;1,851041667;9,110833333;8,83;6,953333333;8,451145833;15,666;9,56;10,95625
09/2019;197,1330061;193,1916916;197,0292185;388,399131;193,2650599;21,92333333;10,31333333;10,09833333;8,045;6,553809524;4,679166667;3,89625;3,912738095;2,019761905;3,656666667;7,871875;3,12125;5,979285714;12,57375;7,675238095;8,084166667;30,84;5,345208333;12,57408333;8,016363636;10,1322619;4,873333333;16,565;5,84;8,537222222;3,741875;7,626666667;6,382708333;45,475;11,83916667;13,65666667;8,0825;3,402604167;24,4075;10,47947917;5,306666667;2,132857143;4,622857143;0,943645833;5,526;8,982666667;13,61625;17,71666667;6,224444444;4,185416667;3,545;18,55357143;12,6925;5,644761905;3,881666667;8,431666667;5,405119048;10,99;10,8075;26,69944444;26,99;16,46;18,05555556;6,4;19,98;7,24;7,5778125;4,268333333;4,713928571;1,779166667;8,716190476;8,8635;7,758333333;7,716833333;14,94;9,2325;10,19678571
10/2019;206,758532;200,7873706;203,2870693;403,4967669;200,7775523;21,99;10,21333333;11,86333333;9,453333333;7,531904762;6,747142857;4,123333333;3,996666667;2,101190476;3,644166667;7,94047619;2,336666667;5,925714286;12,205;8,124166667;8,934761905;38,68;5,323333333;12,77;8,007272727;9,872916667;4,615;16,94;6,185;9,04;3,649583333;7,76;6,5775;43,33;13,38416667;15,49;8,792666667;3,745625;22,22;12,25916667;5,043333333;1,985;4,347738095;0,816428571;5,34;9,143809524;13,3475;17,07380952;6,302222222;4,613333333;3,453333333;20,32875;12,66095238;5,878095238;5,081666667;8,39;5,442083333;10,99;10,33761905;27,78;26,99;16,67666667;16,57666667;6,171333333;19,428;6,523333333;7,621666667;4,148333333;4,798333333;1,772916667;8,64875;8,7705;8,919166667;8,446904762;26,6075;9,209285714;10,40625
11/2019;211,1098936;207,2617974;205,4368092;443,9809056;220,922215;21,83;10,42166667;11,04666667;8,145;7,446666667;5,723333333;4,260833333;4,217;2,206666667;3,806666667;7,441666667;4,031666667;5,87;12,56;8,156333333;9,016666667;40,33;5,715;13,02841667;7,998181818;9,1;4,531666667;18;6,33;8,39;3,557291667;9,485555556;6,69;57,98;13,65333333;14,19333333;8,933083333;3,6365625;23,5275;11,3285;5,146666667;2,081666667;4,92875;0,857395833;5,596666667;8,638;13,495;15,63333333;6,38;5,536111111;3,99;20,995;13,17333333;5,856666667;3,69;8,39;5,54;10,99;10,17216667;29,19833333;30,49;17,12666667;15,09777778;6,745333333;16,05;5,99;7,900833333;4,334166667;4,451111111;1,820416667;8,735166667;8,425555556;11,0425;8,398833333;17,67;9,342;11,24033333
12/2019;212,262137;209,2611742;198,1430063;456,4268333;227,1152334;20,27194444;11,08555556;11,84833333;10,07;7,868888889;7,257777778;4,635238095;4,141666667;2,52;3,781666667;7,7;3,899166667;5,865;12,52666667;7,917222222;8,48;37,53;5,080833333;11,97517857;7,989090909;9,685238095;4,712222222;17,82333333;6,346666667;8,349722222;3,465;8,418888889;6,556666667;59,25222222;14,4455;14,55;8,715972222;3,690666667;26,203;11,37333333;6,0775;2,173333333;4,665059524;0,627361111;5,268888889;9,141111111;14,07;16,125;5,75;5,234444444;4,098333333;20,755;12,18952381;6,523333333;3,881666667;8,053095238;5,459444444;10,99;10,58678571;28,14952381;26,99;17,41;13,61888889;6,196666667;19,76;10,5925;7,879285714;4,335555556;4,603333333;1,787619048;8,74;8,923333333;7,735;7,7575;17,67;9,1;10,23047619
01/2020;214,7778085;206,4900984;200,035692;449,3831042;223,6103163;21,815;10,6837037;10,92444444;8,4875;8,109166667;10,11314815;4,842777778;4,134375;2,499375;3,147083333;7,984722222;3,949166667;6,047291667;13,36809524;7,220555556;8,609444444;41,93;5,217142857;13,90409722;7,98;9,320416667;4,615;17,34333333;7,113333333;7,421666667;3,28;7,966111111;4,99;51,28145833;13,22483333;14,50944444;8,805833333;3,1084375;23,87833333;11,07854167;7,447222222;2,209444444;4,632152778;0,505234375;5,4825;8,801333333;13,9740625;15,85520833;5,365833333;5,054285714;3,822777778;21,655;12,59875;6,470555556;3,798333333;8,1775;5,45;10,99;10,00935185;28,51819444;27,08166667;17,81333333;12,14;6,296;18,43333333;10,225;7,821111111;4,251944444;4,49375;1,784583333;8,820092593;9,069166667;9,510925926;8,160104167;29,67;9,457777778;11,10333333
02/2020;207,5556315;205,2086925;206,0023602;439,8345028;218,85899;22,4235;11,03;12,42166667;10,01;8,298;8,056666667;4,653333333;4,44;2,420666667;3,99;7,95;4,430416667;6,305;13,15866667;7,685833333;8,546666667;33,34333333;5,260833333;12,77729167;7,76;7,898333333;3,448333333;18,00666667;6,25;8,048333333;4,04;5,235555556;6,498333333;55,55041667;10,50833333;15,40666667;9,449166667;3,21375;25,345;8,406666667;6,156666667;2,40875;4,660458333;0,724791667;5,08;9,435;13,90625;19,375;7,053333333;4,563333333;3,573333333;20,81;11,73;6,070555556;4,34;8,84;5,535833333;10,99;10,0925;32,1425;27,08166667;17,01833333;12,14;6,63;15,32;9,135833333;7,98;4,058;4,334666667;1,828888889;7,816666667;9,14625;7,805;8,216875;14,77;8,03875;9,86625
03/2020;224,9334567;231,4227157;200,2404945;501,7438333;249,6646987;20,99;11,78;16,98;13,965;9,86;14,23;4,14;4,455;2,94;3,64;7,825;3,59;6,256666667;13,28;7,98;8,43;47,88;5,723333333;13,62125;7,76;10,12333333;4,99;17,94;5,88;8,49;3,99;7,98;5,356666667;53,435;15,22;13,485;9,383333333;4,06;25,845;11,9675;6,34;2,09;6,335625;1,02;5,08;9,98;13,47;21,93333333;17,03333333;5,98;3,49;22,67;12,98;6,59;3,89;8,29;5,223333333;10,99;9,653333333;27,48;27,08166667;19,36;12,14;6,73;15,32;9,135833333;7,9475;4,506666667;3,965;1,823333333;7,98;7,736666667;9,3625;8,74;9,87;9,27;11,22
04/2020;227,1216963;232,7793389;201,5571599;486,4660417;242,0625619;23,415;13,63;16,63;14,68666667;8,774444444;11,66888889;4,106666667;5,615;3,256666667;3,856666667;8,213888889;3,545;6,265;13,04666667;8,113333333;8,574444444;43,08;6,081666667;14,42708333;7,76;10,09805556;3,431666667;18,30666667;5,963333333;8,49;3,99;9,98;7,223333333;51,58611111;15,74;15,99;9,788472222;3,962777778;25,5025;13,47638889;7,19;2,24;7,624652778;1,288333333;5,08;10,34666667;15,30666667;15,95;16,35333333;5,78;3,715833333;21,97;13,20222222;6,99;3,815;8,223333333;5,198333333;10,99;10,60638889;27,48;27,08166667;19,26;12,14;6,53;15,32;9,135833333;8,132777778;4,528333333;4,601111111;1,972777778;7,98;8,149444444;10,1325;9,061666667;9,87;10,2125;11,46277778
05/2020;233,4002133;239,1744484;200,4804982;499,7442361;248,6697112;24,2175;14,73;18,38;17,895;8,63;10,08;4,705;5,99;3,315;3,756666667;9,075;3,32;5,79;12,84666667;8,08;8,43;47,22;5,74;13,62;7,76;10,0875;3,99;17,64;5,28;8,323333333;3,99;9,98;6,79;54,93;15,25666667;15,89;9,0975;4,02875;26,565;10,44;7,005;2,19;7,8675;1,66;5,08;11,01333333;15,12;22;16,26;5,646666667;3,24;21,705;12,98;6,923333333;3,44;8,19;5,3775;10,99;10,81;27,48;27,08166667;18,89333333;12,14;6,43;15,32;9,135833333;7,9475;4,58;4,515;1,885;7,98;8,716666667;7,816666667;9,656666667;17,97;10,26;11,195
06/2020;230,9930107;238,6398894;200,5641124;469,465;233,6029463;25,1925;14,98;18,38;10,77;7,23;5,98;4,705;5,91;3,315;3,823333333;8,575;3,32;6,156666667;13,71333333;7,73;8,28;49,68;5,856666667;15,495;7,76;10,28666667;3,24;18,84;6,18;8,89;3,99;9,98;7,14;55,985;16,4875;15,32;9,48;4,205833333;25,095;10,99;6,74;2,19;8,914375;1,685;5,08;9,753333333;15,165;22,225;17,98;5,513333333;3,59;22,32;12,33;6,94;3,44;8,023333333;5,6075;10,99;10,81;27,48;27,08166667;18,36;12,14;6,78;15,32;9,135833333;8,1725;4,98;4,665;1,853333333;7,98;9,0075;8,68;8,6625;11,07;10,095;11,4675
07/2020;226,1572094;231,6042167;197,9271686;461,4118333;229,5957393;24,96;15,58;19,28;8,895;7,61;5,33;4,515;5,83;3,215;3,823333333;8,45;3,37;6,09;13,38;7,78;8,33;46,44;6,015;18,12;7,76;10,44;3,99;19,14;6,58;9,34;3,99;8,42;6,89;55,48;15,19;14,99;10,99666667;3,841875;24,345;10,365;6,39;2,19;7,31;1,4975;5,08;10,18;12,75;15,95;17,26;5,38;3,856666667;22,44;12,64666667;6,59;3,44;8,015;5,2325;10,99;9,6875;27,48;27,08166667;19,72;12,14;7,08;15,32;9,135833333;8,49;4,64;4,656666667;1,853333333;7,98;9,0075;8,82;8,646666667;11,07;9,97;11,445
08/2020;241,2693071;246,3306815;202,4702062;481,9819444;239,8313022;26,99;15,28666667;18,18;7,97;6,23;10,23;4,34;5,87;3,115;3,665;9,45;3,57;6,19;13,84666667;7,68;8,43;46,44;6,14;21,5825;7,76;10,25666667;3,34;18,84;7,18;8,89;3,99;8,02;6,54;57,98;20,65333333;16,82333333;10,60875;3,804375;27,345;9,4875;5,99;2,19;5,30375;1,435;5,08;10,18;15,075;23,8;19,77;5,77;4,123333333;23,37;12,48;6,94;3,44;7,99;5,356666667;10,99;10,98;27,42;27,08166667;25,29333333;12,14;7,246666667;15,32;9,135833333;9,01;4,62;4,65;1,99;7,98;9,0075;8,855;8,61;16,47;10,62;10,93
